number_units_sold,make,model_,date
182,Mercedes-Benz,E / CLS-Class,2020-06-01
217,Mercedes-Benz,E / CLS-Class,2020-07-01
193,Mercedes-Benz,E / CLS-Class,2020-08-01
209,Mercedes-Benz,E / CLS-Class,2020-09-01
136,Mercedes-Benz,E / CLS-Class,2020-10-01
112,Mercedes-Benz,E / CLS-Class,2020-11-01
155,Mercedes-Benz,E / CLS-Class,2020-12-01
58,Mercedes-Benz,G-Class,2020-01-01
75,Mercedes-Benz,G-Class,2020-02-01
45,Mercedes-Benz,G-Class,2020-03-01
27,Mercedes-Benz,G-Class,2020-04-01
61,Mercedes-Benz,G-Class,2020-05-01
64,Mercedes-Benz,G-Class,2020-06-01
123,Mercedes-Benz,G-Class,2020-07-01
109,Mercedes-Benz,G-Class,2020-08-01
118,Mercedes-Benz,G-Class,2020-09-01
83,Mercedes-Benz,G-Class,2020-10-01
68,Mercedes-Benz,G-Class,2020-11-01
94,Mercedes-Benz,G-Class,2020-12-01
205,Mercedes-Benz,GL/GLS-Class,2020-01-01
266,Mercedes-Benz,GL/GLS-Class,2020-02-01
161,Mercedes-Benz,GL/GLS-Class,2020-03-01
81,Mercedes-Benz,GL/GLS-Class,2020-04-01
180,Mercedes-Benz,GL/GLS-Class,2020-05-01
189,Mercedes-Benz,GL/GLS-Class,2020-06-01
182,Mercedes-Benz,GL/GLS-Class,2020-07-01
161,Mercedes-Benz,GL/GLS-Class,2020-08-01
175,Mercedes-Benz,GL/GLS-Class,2020-09-01
221,Mercedes-Benz,GL/GLS-Class,2020-10-01
182,Mercedes-Benz,GL/GLS-Class,2020-11-01
253,Mercedes-Benz,GL/GLS-Class,2020-12-01
85,Mercedes-Benz,GLA-Class,2020-01-01
110,Mercedes-Benz,GLA-Class,2020-02-01
67,Mercedes-Benz,GLA-Class,2020-03-01
26,Mercedes-Benz,GLA-Class,2020-04-01
57,Mercedes-Benz,GLA-Class,2020-05-01
60,Mercedes-Benz,GLA-Class,2020-06-01
195,Mercedes-Benz,GLA-Class,2020-07-01
173,Mercedes-Benz,GLA-Class,2020-08-01
188,Mercedes-Benz,GLA-Class,2020-09-01
269,Mercedes-Benz,GLA-Class,2020-10-01
221,Mercedes-Benz,GLA-Class,2020-11-01
308,Mercedes-Benz,GLA-Class,2020-12-01
113,Mercedes-Benz,GLB,2020-01-01
146,Mercedes-Benz,GLB,2020-02-01
88,Mercedes-Benz,GLB,2020-03-01
58,Mercedes-Benz,GLB,2020-04-01
129,Mercedes-Benz,GLB,2020-05-01
136,Mercedes-Benz,GLB,2020-06-01
141,Mercedes-Benz,GLB,2020-07-01
126,Mercedes-Benz,GLB,2020-08-01
136,Mercedes-Benz,GLB,2020-09-01
237,Mercedes-Benz,GLB,2020-10-01
195,Mercedes-Benz,GLB,2020-11-01
271,Mercedes-Benz,GLB,2020-12-01
577,Mercedes-Benz,GLC/GLK-Class,2020-01-01
748,Mercedes-Benz,GLC/GLK-Class,2020-02-01
453,Mercedes-Benz,GLC/GLK-Class,2020-03-01
256,Mercedes-Benz,GLC/GLK-Class,2020-04-01
568,Mercedes-Benz,GLC/GLK-Class,2020-05-01
597,Mercedes-Benz,GLC/GLK-Class,2020-06-01
812,Mercedes-Benz,GLC/GLK-Class,2020-07-01
722,Mercedes-Benz,GLC/GLK-Class,2020-08-01
782,Mercedes-Benz,GLC/GLK-Class,2020-09-01
495,Mercedes-Benz,GLC/GLK-Class,2020-10-01
407,Mercedes-Benz,GLC/GLK-Class,2020-11-01
566,Mercedes-Benz,GLC/GLK-Class,2020-12-01
519,Mercedes-Benz,GLE-Class,2020-01-01
672,Mercedes-Benz,GLE-Class,2020-02-01
407,Mercedes-Benz,GLE-Class,2020-03-01
201,Mercedes-Benz,GLE-Class,2020-04-01
446,Mercedes-Benz,GLE-Class,2020-05-01
468,Mercedes-Benz,GLE-Class,2020-06-01
542,Mercedes-Benz,GLE-Class,2020-07-01
482,Mercedes-Benz,GLE-Class,2020-08-01
522,Mercedes-Benz,GLE-Class,2020-09-01
638,Mercedes-Benz,GLE-Class,2020-10-01
524,Mercedes-Benz,GLE-Class,2020-11-01
729,Mercedes-Benz,GLE-Class,2020-12-01
61,Mercedes-Benz,Metris,2020-01-01
79,Mercedes-Benz,Metris,2020-02-01
48,Mercedes-Benz,Metris,2020-03-01
28,Mercedes-Benz,Metris,2020-04-01
62,Mercedes-Benz,Metris,2020-05-01
65,Mercedes-Benz,Metris,2020-06-01
74,Mercedes-Benz,Metris,2020-07-01
66,Mercedes-Benz,Metris,2020-08-01
71,Mercedes-Benz,Metris,2020-09-01
96,Mercedes-Benz,Metris,2020-10-01
79,Mercedes-Benz,Metris,2020-11-01
110,Mercedes-Benz,Metris,2020-12-01
33,Mercedes-Benz,S-Class,2020-01-01
42,Mercedes-Benz,S-Class,2020-02-01
26,Mercedes-Benz,S-Class,2020-03-01
25,Mercedes-Benz,S-Class,2020-04-01
56,Mercedes-Benz,S-Class,2020-05-01
59,Mercedes-Benz,S-Class,2020-06-01
73,Mercedes-Benz,S-Class,2020-07-01
65,Mercedes-Benz,S-Class,2020-08-01
70,Mercedes-Benz,S-Class,2020-09-01
35,Mercedes-Benz,S-Class,2020-10-01
29,Mercedes-Benz,S-Class,2020-11-01
40,Mercedes-Benz,S-Class,2020-12-01
3,Mercedes-Benz,SL-Class,2020-01-01
4,Mercedes-Benz,SL-Class,2020-02-01
2,Mercedes-Benz,SL-Class,2020-03-01
6,Mercedes-Benz,SL-Class,2020-04-01
13,Mercedes-Benz,SL-Class,2020-05-01
13,Mercedes-Benz,SL-Class,2020-06-01
22,Mercedes-Benz,SL-Class,2020-07-01
20,Mercedes-Benz,SL-Class,2020-08-01
22,Mercedes-Benz,SL-Class,2020-09-01
22,Mercedes-Benz,SL-Class,2020-10-01
18,Mercedes-Benz,SL-Class,2020-11-01
0,Mercedes-Benz,SL-Class,2020-12-01
7,Mercedes-Benz,SLC-Class,2020-01-01
10,Mercedes-Benz,SLC-Class,2020-02-01
6,Mercedes-Benz,SLC-Class,2020-03-01
8,Mercedes-Benz,SLC-Class,2020-04-01
17,Mercedes-Benz,SLC-Class,2020-05-01
18,Mercedes-Benz,SLC-Class,2020-06-01
21,Mercedes-Benz,SLC-Class,2020-07-01
18,Mercedes-Benz,SLC-Class,2020-08-01
20,Mercedes-Benz,SLC-Class,2020-09-01
9,Mercedes-Benz,SLC-Class,2020-10-01
8,Mercedes-Benz,SLC-Class,2020-11-01
0,Mercedes-Benz,SLC-Class,2020-12-01
247,Mercedes-Benz,Sprinter,2020-01-01
319,Mercedes-Benz,Sprinter,2020-02-01
193,Mercedes-Benz,Sprinter,2020-03-01
156,Mercedes-Benz,Sprinter,2020-04-01
347,Mercedes-Benz,Sprinter,2020-05-01
365,Mercedes-Benz,Sprinter,2020-06-01
442,Mercedes-Benz,Sprinter,2020-07-01
393,Mercedes-Benz,Sprinter,2020-08-01
425,Mercedes-Benz,Sprinter,2020-09-01
486,Mercedes-Benz,Sprinter,2020-10-01
399,Mercedes-Benz,Sprinter,2020-11-01
556,Mercedes-Benz,Sprinter,2020-12-01
121,Mini,Cooper,2020-01-01
156,Mini,Cooper,2020-02-01
94,Mini,Cooper,2020-03-01
117,Mini,Cooper,2020-04-01
261,Mini,Cooper,2020-05-01
274,Mini,Cooper,2020-06-01
338,Mini,Cooper,2020-07-01
300,Mini,Cooper,2020-08-01
325,Mini,Cooper,2020-09-01
254,Mini,Cooper,2020-10-01
209,Mini,Cooper,2020-11-01
290,Mini,Cooper,2020-12-01
114,Mini,Countryman,2020-01-01
148,Mini,Countryman,2020-02-01
89,Mini,Countryman,2020-03-01
52,Mini,Countryman,2020-04-01
115,Mini,Countryman,2020-05-01
121,Mini,Countryman,2020-06-01
189,Mini,Countryman,2020-07-01
168,Mini,Countryman,2020-08-01
182,Mini,Countryman,2020-09-01
155,Mini,Countryman,2020-10-01
127,Mini,Countryman,2020-11-01
177,Mini,Countryman,2020-12-01
423,Mitsubishi,Eclipse Cross,2020-01-01
464,Mitsubishi,Eclipse Cross,2020-02-01
221,Mitsubishi,Eclipse Cross,2020-03-01
192,Mitsubishi,Eclipse Cross,2020-04-01
127,Mitsubishi,Eclipse Cross,2020-05-01
137,Mitsubishi,Eclipse Cross,2020-06-01
276,Mitsubishi,Eclipse Cross,2020-07-01
245,Mitsubishi,Eclipse Cross,2020-08-01
266,Mitsubishi,Eclipse Cross,2020-09-01
228,Mitsubishi,Eclipse Cross,2020-10-01
187,Mitsubishi,Eclipse Cross,2020-11-01
261,Mitsubishi,Eclipse Cross,2020-12-01
109,Mitsubishi,Mirage,2020-01-01
87,Mitsubishi,Mirage,2020-02-01
155,Mitsubishi,Mirage,2020-03-01
149,Mitsubishi,Mirage,2020-04-01
109,Mitsubishi,Mirage,2020-05-01
118,Mitsubishi,Mirage,2020-06-01
101,Mitsubishi,Mirage,2020-07-01
89,Mitsubishi,Mirage,2020-08-01
97,Mitsubishi,Mirage,2020-09-01
73,Mitsubishi,Mirage,2020-10-01
60,Mitsubishi,Mirage,2020-11-01
83,Mitsubishi,Mirage,2020-12-01
454,Mitsubishi,Outlander,2020-01-01
871,Mitsubishi,Outlander,2020-02-01
863,Mitsubishi,Outlander,2020-03-01
564,Mitsubishi,Outlander,2020-04-01
403,Mitsubishi,Outlander,2020-05-01
436,Mitsubishi,Outlander,2020-06-01
768,Mitsubishi,Outlander,2020-07-01
683,Mitsubishi,Outlander,2020-08-01
739,Mitsubishi,Outlander,2020-09-01
561,Mitsubishi,Outlander,2020-10-01
461,Mitsubishi,Outlander,2020-11-01
641,Mitsubishi,Outlander,2020-12-01
459,Mitsubishi,Outlander Sport,2020-01-01
593,Mitsubishi,Outlander Sport,2020-02-01
547,Mitsubishi,Outlander Sport,2020-03-01
350,Mitsubishi,Outlander Sport,2020-04-01
255,Mitsubishi,Outlander Sport,2020-05-01
276,Mitsubishi,Outlander Sport,2020-06-01
407,Mitsubishi,Outlander Sport,2020-07-01
362,Mitsubishi,Outlander Sport,2020-08-01
392,Mitsubishi,Outlander Sport,2020-09-01
351,Mitsubishi,Outlander Sport,2020-10-01
288,Mitsubishi,Outlander Sport,2020-11-01
401,Mitsubishi,Outlander Sport,2020-12-01
11,Nissan,370Z,2020-01-01
18,Nissan,370Z,2020-02-01
16,Nissan,370Z,2020-03-01
18,Nissan,370Z,2020-04-01
40,Nissan,370Z,2020-05-01
42,Nissan,370Z,2020-06-01
34,Nissan,370Z,2020-07-01
30,Nissan,370Z,2020-08-01
33,Nissan,370Z,2020-09-01
7,Nissan,370Z,2020-10-01
6,Nissan,370Z,2020-11-01
8,Nissan,370Z,2020-12-01
155,Nissan,Altima,2020-01-01
137,Nissan,Altima,2020-02-01
83,Nissan,Altima,2020-03-01
55,Nissan,Altima,2020-04-01
123,Nissan,Altima,2020-05-01
129,Nissan,Altima,2020-06-01
137,Nissan,Altima,2020-07-01
122,Nissan,Altima,2020-08-01
132,Nissan,Altima,2020-09-01
116,Nissan,Altima,2020-10-01
96,Nissan,Altima,2020-11-01
133,Nissan,Altima,2020-12-01
25,Nissan,Armada,2020-01-01
20,Nissan,Armada,2020-02-01
16,Nissan,Armada,2020-03-01
10,Nissan,Armada,2020-04-01
22,Nissan,Armada,2020-05-01
23,Nissan,Armada,2020-06-01
51,Nissan,Armada,2020-07-01
45,Nissan,Armada,2020-08-01
49,Nissan,Armada,2020-09-01
33,Nissan,Armada,2020-10-01
27,Nissan,Armada,2020-11-01
37,Nissan,Armada,2020-12-01
194,Nissan,Frontier,2020-01-01
181,Nissan,Frontier,2020-02-01
137,Nissan,Frontier,2020-03-01
107,Nissan,Frontier,2020-04-01
0,Nissan,Frontier,2020-05-01
249,Nissan,Frontier,2020-06-01
166,Nissan,Frontier,2020-07-01
147,Nissan,Frontier,2020-08-01
159,Nissan,Frontier,2020-09-01
5,Nissan,Frontier,2020-10-01
4,Nissan,Frontier,2020-11-01
6,Nissan,Frontier,2020-12-01
8,Nissan,GT-R,2020-01-01
3,Nissan,GT-R,2020-02-01
2,Nissan,GT-R,2020-03-01
2,Nissan,GT-R,2020-04-01
4,Nissan,GT-R,2020-05-01
5,Nissan,GT-R,2020-06-01
4,Nissan,GT-R,2020-07-01
3,Nissan,GT-R,2020-08-01
3,Nissan,GT-R,2020-09-01
2,Nissan,GT-R,2020-10-01
1,Nissan,GT-R,2020-11-01
2,Nissan,GT-R,2020-12-01
1062,Nissan,Kicks,2020-01-01
1021,Nissan,Kicks,2020-02-01
435,Nissan,Kicks,2020-03-01
472,Nissan,Kicks,2020-04-01
1048,Nissan,Kicks,2020-05-01
1101,Nissan,Kicks,2020-06-01
1758,Nissan,Kicks,2020-07-01
1562,Nissan,Kicks,2020-08-01
1693,Nissan,Kicks,2020-09-01
1301,Nissan,Kicks,2020-10-01
1069,Nissan,Kicks,2020-11-01
1487,Nissan,Kicks,2020-12-01
282,Nissan,Leaf,2020-01-01
245,Nissan,Leaf,2020-02-01
152,Nissan,Leaf,2020-03-01
48,Nissan,Leaf,2020-04-01
106,Nissan,Leaf,2020-05-01
111,Nissan,Leaf,2020-06-01
124,Nissan,Leaf,2020-07-01
110,Nissan,Leaf,2020-08-01
119,Nissan,Leaf,2020-09-01
80,Nissan,Leaf,2020-10-01
66,Nissan,Leaf,2020-11-01
92,Nissan,Leaf,2020-12-01
49,Nissan,Maxima,2020-01-01
51,Nissan,Maxima,2020-02-01
151,Nissan,Maxima,2020-03-01
71,Nissan,Maxima,2020-04-01
158,Nissan,Maxima,2020-05-01
166,Nissan,Maxima,2020-06-01
58,Nissan,Maxima,2020-07-01
52,Nissan,Maxima,2020-08-01
56,Nissan,Maxima,2020-09-01
13,Nissan,Maxima,2020-10-01
11,Nissan,Maxima,2020-11-01
15,Nissan,Maxima,2020-12-01
383,Nissan,Micra,2020-01-01
443,Nissan,Micra,2020-02-01
220,Nissan,Micra,2020-03-01
151,Nissan,Micra,2020-04-01
335,Nissan,Micra,2020-05-01
352,Nissan,Micra,2020-06-01
434,Nissan,Micra,2020-07-01
386,Nissan,Micra,2020-08-01
418,Nissan,Micra,2020-09-01
52,Nissan,Micra,2020-10-01
43,Nissan,Micra,2020-11-01
60,Nissan,Micra,2020-12-01
660,Nissan,Murano,2020-01-01
523,Nissan,Murano,2020-02-01
435,Nissan,Murano,2020-03-01
246,Nissan,Murano,2020-04-01
546,Nissan,Murano,2020-05-01
574,Nissan,Murano,2020-06-01
1073,Nissan,Murano,2020-07-01
954,Nissan,Murano,2020-08-01
1034,Nissan,Murano,2020-09-01
690,Nissan,Murano,2020-10-01
567,Nissan,Murano,2020-11-01
789,Nissan,Murano,2020-12-01
48,Nissan,NV,2020-01-01
57,Nissan,NV,2020-02-01
36,Nissan,NV,2020-03-01
19,Nissan,NV,2020-04-01
42,Nissan,NV,2020-05-01
44,Nissan,NV,2020-06-01
78,Nissan,NV,2020-07-01
70,Nissan,NV,2020-08-01
75,Nissan,NV,2020-09-01
28,Nissan,NV,2020-10-01
23,Nissan,NV,2020-11-01
32,Nissan,NV,2020-12-01
111,Nissan,NV200,2020-01-01
180,Nissan,NV200,2020-02-01
94,Nissan,NV200,2020-03-01
81,Nissan,NV200,2020-04-01
179,Nissan,NV200,2020-05-01
188,Nissan,NV200,2020-06-01
189,Nissan,NV200,2020-07-01
168,Nissan,NV200,2020-08-01
182,Nissan,NV200,2020-09-01
188,Nissan,NV200,2020-10-01
154,Nissan,NV200,2020-11-01
215,Nissan,NV200,2020-12-01
258,Nissan,Pathfinder,2020-01-01
275,Nissan,Pathfinder,2020-02-01
317,Nissan,Pathfinder,2020-03-01
134,Nissan,Pathfinder,2020-04-01
297,Nissan,Pathfinder,2020-05-01
312,Nissan,Pathfinder,2020-06-01
379,Nissan,Pathfinder,2020-07-01
337,Nissan,Pathfinder,2020-08-01
365,Nissan,Pathfinder,2020-09-01
242,Nissan,Pathfinder,2020-10-01
199,Nissan,Pathfinder,2020-11-01
277,Nissan,Pathfinder,2020-12-01
960,Nissan,Qashqai,2020-01-01
1023,Nissan,Qashqai,2020-02-01
574,Nissan,Qashqai,2020-03-01
427,Nissan,Qashqai,2020-04-01
949,Nissan,Qashqai,2020-05-01
996,Nissan,Qashqai,2020-06-01
1229,Nissan,Qashqai,2020-07-01
1092,Nissan,Qashqai,2020-08-01
1183,Nissan,Qashqai,2020-09-01
891,Nissan,Qashqai,2020-10-01
732,Nissan,Qashqai,2020-11-01
1018,Nissan,Qashqai,2020-12-01
2098,Nissan,Rogue,2020-01-01
2127,Nissan,Rogue,2020-02-01
1293,Nissan,Rogue,2020-03-01
781,Nissan,Rogue,2020-04-01
1736,Nissan,Rogue,2020-05-01
1822,Nissan,Rogue,2020-06-01
2999,Nissan,Rogue,2020-07-01
2666,Nissan,Rogue,2020-08-01
2888,Nissan,Rogue,2020-09-01
2560,Nissan,Rogue,2020-10-01
2103,Nissan,Rogue,2020-11-01
2925,Nissan,Rogue,2020-12-01
258,Nissan,Sentra,2020-01-01
526,Nissan,Sentra,2020-02-01
380,Nissan,Sentra,2020-03-01
234,Nissan,Sentra,2020-04-01
521,Nissan,Sentra,2020-05-01
547,Nissan,Sentra,2020-06-01
936,Nissan,Sentra,2020-07-01
832,Nissan,Sentra,2020-08-01
902,Nissan,Sentra,2020-09-01
563,Nissan,Sentra,2020-10-01
463,Nissan,Sentra,2020-11-01
644,Nissan,Sentra,2020-12-01
153,Nissan,Titan,2020-01-01
113,Nissan,Titan,2020-02-01
89,Nissan,Titan,2020-03-01
80,Nissan,Titan,2020-04-01
178,Nissan,Titan,2020-05-01
187,Nissan,Titan,2020-06-01
109,Nissan,Titan,2020-07-01
97,Nissan,Titan,2020-08-01
105,Nissan,Titan,2020-09-01
36,Nissan,Titan,2020-10-01
30,Nissan,Titan,2020-11-01
41,Nissan,Titan,2020-12-01
0,Nissan,Versa,2020-01-01
0,Nissan,Versa,2020-02-01
0,Nissan,Versa,2020-03-01
0,Nissan,Versa,2020-04-01
0,Nissan,Versa,2020-05-01
0,Nissan,Versa,2020-06-01
0,Nissan,Versa,2020-07-01
0,Nissan,Versa,2020-08-01
0,Nissan,Versa,2020-09-01
42,Nissan,Versa,2020-10-01
35,Nissan,Versa,2020-11-01
48,Nissan,Versa,2020-12-01
3,Porsche,718,2020-01-01
4,Porsche,718,2020-02-01
2,Porsche,718,2020-03-01
12,Porsche,718,2020-04-01
26,Porsche,718,2020-05-01
27,Porsche,718,2020-06-01
131,Porsche,718,2020-07-01
117,Porsche,718,2020-08-01
127,Porsche,718,2020-09-01
35,Porsche,718,2020-10-01
29,Porsche,718,2020-11-01
40,Porsche,718,2020-12-01
61,Porsche,911,2020-01-01
79,Porsche,911,2020-02-01
48,Porsche,911,2020-03-01
46,Porsche,911,2020-04-01
102,Porsche,911,2020-05-01
108,Porsche,911,2020-06-01
103,Porsche,911,2020-07-01
92,Porsche,911,2020-08-01
99,Porsche,911,2020-09-01
59,Porsche,911,2020-10-01
49,Porsche,911,2020-11-01
68,Porsche,911,2020-12-01
98,Porsche,Cayenne,2020-01-01
127,Porsche,Cayenne,2020-02-01
77,Porsche,Cayenne,2020-03-01
84,Porsche,Cayenne,2020-04-01
186,Porsche,Cayenne,2020-05-01
195,Porsche,Cayenne,2020-06-01
371,Porsche,Cayenne,2020-07-01
330,Porsche,Cayenne,2020-08-01
358,Porsche,Cayenne,2020-09-01
242,Porsche,Cayenne,2020-10-01
805,Porsche,Cayenne,2020-11-01
277,Porsche,Cayenne,2020-12-01
108,Porsche,Macan,2020-01-01
139,Porsche,Macan,2020-02-01
84,Porsche,Macan,2020-03-01
94,Porsche,Macan,2020-04-01
210,Porsche,Macan,2020-05-01
220,Porsche,Macan,2020-06-01
301,Porsche,Macan,2020-07-01
268,Porsche,Macan,2020-08-01
290,Porsche,Macan,2020-09-01
192,Porsche,Macan,2020-10-01
158,Porsche,Macan,2020-11-01
219,Porsche,Macan,2020-12-01
16,Porsche,Panamera,2020-01-01
21,Porsche,Panamera,2020-02-01
13,Porsche,Panamera,2020-03-01
14,Porsche,Panamera,2020-04-01
30,Porsche,Panamera,2020-05-01
32,Porsche,Panamera,2020-06-01
35,Porsche,Panamera,2020-07-01
31,Porsche,Panamera,2020-08-01
34,Porsche,Panamera,2020-09-01
14,Porsche,Panamera,2020-10-01
12,Porsche,Panamera,2020-11-01
16,Porsche,Panamera,2020-12-01
6,Porsche,Taycan,2020-01-01
8,Porsche,Taycan,2020-02-01
5,Porsche,Taycan,2020-03-01
9,Porsche,Taycan,2020-04-01
20,Porsche,Taycan,2020-05-01
21,Porsche,Taycan,2020-06-01
132,Porsche,Taycan,2020-07-01
117,Porsche,Taycan,2020-08-01
127,Porsche,Taycan,2020-09-01
134,Porsche,Taycan,2020-10-01
110,Porsche,Taycan,2020-11-01
153,Porsche,Taycan,2020-12-01
6229,Ram,Pickup,2020-01-01
8065,Ram,Pickup,2020-02-01
4885,Ram,Pickup,2020-03-01
3059,Ram,Pickup,2020-04-01
6797,Ram,Pickup,2020-05-01
7137,Ram,Pickup,2020-06-01
9490,Ram,Pickup,2020-07-01
8436,Ram,Pickup,2020-08-01
9139,Ram,Pickup,2020-09-01
6894,Ram,Pickup,2020-10-01
5663,Ram,Pickup,2020-11-01
7879,Ram,Pickup,2020-12-01
412,Ram,ProMaster,2020-01-01
533,Ram,ProMaster,2020-02-01
323,Ram,ProMaster,2020-03-01
102,Ram,ProMaster,2020-04-01
226,Ram,ProMaster,2020-05-01
238,Ram,ProMaster,2020-06-01
410,Ram,ProMaster,2020-07-01
364,Ram,ProMaster,2020-08-01
395,Ram,ProMaster,2020-09-01
174,Ram,ProMaster,2020-10-01
143,Ram,ProMaster,2020-11-01
199,Ram,ProMaster,2020-12-01
27,Ram,ProMaster City,2020-01-01
35,Ram,ProMaster City,2020-02-01
21,Ram,ProMaster City,2020-03-01
31,Ram,ProMaster City,2020-04-01
69,Ram,ProMaster City,2020-05-01
72,Ram,ProMaster City,2020-06-01
55,Ram,ProMaster City,2020-07-01
49,Ram,ProMaster City,2020-08-01
53,Ram,ProMaster City,2020-09-01
49,Ram,ProMaster City,2020-10-01
40,Ram,ProMaster City,2020-11-01
56,Ram,ProMaster City,2020-12-01
197,Subaru,Ascent,2020-01-01
207,Subaru,Ascent,2020-02-01
146,Subaru,Ascent,2020-03-01
67,Subaru,Ascent,2020-04-01
139,Subaru,Ascent,2020-05-01
269,Subaru,Ascent,2020-06-01
407,Subaru,Ascent,2020-07-01
349,Subaru,Ascent,2020-08-01
352,Subaru,Ascent,2020-09-01
328,Subaru,Ascent,2020-10-01
293,Subaru,Ascent,2020-11-01
872,Subaru,Ascent,2020-12-01
65,Subaru,BRZ,2020-01-01
161,Subaru,BRZ,2020-02-01
51,Subaru,BRZ,2020-03-01
11,Subaru,BRZ,2020-04-01
34,Subaru,BRZ,2020-05-01
66,Subaru,BRZ,2020-06-01
66,Subaru,BRZ,2020-07-01
62,Subaru,BRZ,2020-08-01
37,Subaru,BRZ,2020-09-01
32,Subaru,BRZ,2020-10-01
24,Subaru,BRZ,2020-11-01
83,Subaru,BRZ,2020-12-01
1024,Subaru,CrossTrek,2020-01-01
1011,Subaru,CrossTrek,2020-02-01
705,Subaru,CrossTrek,2020-03-01
358,Subaru,CrossTrek,2020-04-01
843,Subaru,CrossTrek,2020-05-01
1118,Subaru,CrossTrek,2020-06-01
1459,Subaru,CrossTrek,2020-07-01
1377,Subaru,CrossTrek,2020-08-01
2576,Subaru,CrossTrek,2020-09-01
2724,Subaru,CrossTrek,2020-10-01
2197,Subaru,CrossTrek,2020-11-01
6769,Subaru,CrossTrek,2020-12-01
779,Subaru,Forester,2020-01-01
833,Subaru,Forester,2020-02-01
569,Subaru,Forester,2020-03-01
282,Subaru,Forester,2020-04-01
693,Subaru,Forester,2020-05-01
1004,Subaru,Forester,2020-06-01
1368,Subaru,Forester,2020-07-01
1371,Subaru,Forester,2020-08-01
1366,Subaru,Forester,2020-09-01
1026,Subaru,Forester,2020-10-01
996,Subaru,Forester,2020-11-01
2847,Subaru,Forester,2020-12-01
380,Subaru,Impreza,2020-01-01
435,Subaru,Impreza,2020-02-01
292,Subaru,Impreza,2020-03-01
142,Subaru,Impreza,2020-04-01
391,Subaru,Impreza,2020-05-01
619,Subaru,Impreza,2020-06-01
755,Subaru,Impreza,2020-07-01
725,Subaru,Impreza,2020-08-01
676,Subaru,Impreza,2020-09-01
531,Subaru,Impreza,2020-10-01
418,Subaru,Impreza,2020-11-01
1279,Subaru,Impreza,2020-12-01
168,Subaru,Impreza WRX,2020-01-01
161,Subaru,Impreza WRX,2020-02-01
98,Subaru,Impreza WRX,2020-03-01
142,Subaru,Impreza WRX,2020-04-01
240,Subaru,Impreza WRX,2020-05-01
273,Subaru,Impreza WRX,2020-06-01
265,Subaru,Impreza WRX,2020-07-01
176,Subaru,Impreza WRX,2020-08-01
245,Subaru,Impreza WRX,2020-09-01
416,Subaru,Impreza WRX,2020-10-01
435,Subaru,Impreza WRX,2020-11-01
1068,Subaru,Impreza WRX,2020-12-01
82,Subaru,Legacy,2020-01-01
109,Subaru,Legacy,2020-02-01
74,Subaru,Legacy,2020-03-01
29,Subaru,Legacy,2020-04-01
65,Subaru,Legacy,2020-05-01
110,Subaru,Legacy,2020-06-01
126,Subaru,Legacy,2020-07-01
144,Subaru,Legacy,2020-08-01
139,Subaru,Legacy,2020-09-01
94,Subaru,Legacy,2020-10-01
94,Subaru,Legacy,2020-11-01
294,Subaru,Legacy,2020-12-01
679,Subaru,Outback,2020-01-01
718,Subaru,Outback,2020-02-01
510,Subaru,Outback,2020-03-01
259,Subaru,Outback,2020-04-01
570,Subaru,Outback,2020-05-01
833,Subaru,Outback,2020-06-01
1232,Subaru,Outback,2020-07-01
1072,Subaru,Outback,2020-08-01
1220,Subaru,Outback,2020-09-01
1168,Subaru,Outback,2020-10-01
1095,Subaru,Outback,2020-11-01
3200,Subaru,Outback,2020-12-01
438,Tesla,Model 3,2020-01-01
568,Tesla,Model 3,2020-02-01
344,Tesla,Model 3,2020-03-01
135,Tesla,Model 3,2020-04-01
300,Tesla,Model 3,2020-05-01
315,Tesla,Model 3,2020-06-01
438,Tesla,Model 3,2020-07-01
390,Tesla,Model 3,2020-08-01
422,Tesla,Model 3,2020-09-01
945,Tesla,Model 3,2020-10-01
776,Tesla,Model 3,2020-11-01
1080,Tesla,Model 3,2020-12-01
117,Tesla,Model S,2020-01-01
151,Tesla,Model S,2020-02-01
92,Tesla,Model S,2020-03-01
27,Tesla,Model S,2020-04-01
60,Tesla,Model S,2020-05-01
63,Tesla,Model S,2020-06-01
123,Tesla,Model S,2020-07-01
109,Tesla,Model S,2020-08-01
118,Tesla,Model S,2020-09-01
34,Tesla,Model S,2020-10-01
28,Tesla,Model S,2020-11-01
39,Tesla,Model S,2020-12-01
146,Tesla,Model X,2020-01-01
189,Tesla,Model X,2020-02-01
115,Tesla,Model X,2020-03-01
41,Tesla,Model X,2020-04-01
90,Tesla,Model X,2020-05-01
95,Tesla,Model X,2020-06-01
140,Tesla,Model X,2020-07-01
125,Tesla,Model X,2020-08-01
135,Tesla,Model X,2020-09-01
67,Tesla,Model X,2020-10-01
55,Tesla,Model X,2020-11-01
77,Tesla,Model X,2020-12-01
0,Tesla,Model Y,2020-01-01
0,Tesla,Model Y,2020-02-01
0,Tesla,Model Y,2020-03-01
0,Tesla,Model Y,2020-04-01
0,Tesla,Model Y,2020-05-01
0,Tesla,Model Y,2020-06-01
0,Tesla,Model Y,2020-07-01
0,Tesla,Model Y,2020-08-01
0,Tesla,Model Y,2020-09-01
371,Tesla,Model Y,2020-10-01
305,Tesla,Model Y,2020-11-01
424,Tesla,Model Y,2020-12-01
513,Toyota,4Runner,2020-01-01
