number_units_sold,make,model_,date
318,Jeep,Compass,2020-06-01
449,Jeep,Compass,2020-07-01
399,Jeep,Compass,2020-08-01
432,Jeep,Compass,2020-09-01
562,Jeep,Compass,2020-10-01
461,Jeep,Compass,2020-11-01
642,Jeep,Compass,2020-12-01
235,Jeep,Gladiator,2020-01-01
684,Jeep,Gladiator,2020-02-01
184,Jeep,Gladiator,2020-03-01
209,Jeep,Gladiator,2020-04-01
464,Jeep,Gladiator,2020-05-01
488,Jeep,Gladiator,2020-06-01
495,Jeep,Gladiator,2020-07-01
440,Jeep,Gladiator,2020-08-01
477,Jeep,Gladiator,2020-09-01
399,Jeep,Gladiator,2020-10-01
328,Jeep,Gladiator,2020-11-01
456,Jeep,Gladiator,2020-12-01
1327,Jeep,Grand Cherokee,2020-01-01
3165,Jeep,Grand Cherokee,2020-02-01
1041,Jeep,Grand Cherokee,2020-03-01
495,Jeep,Grand Cherokee,2020-04-01
1101,Jeep,Grand Cherokee,2020-05-01
1156,Jeep,Grand Cherokee,2020-06-01
1627,Jeep,Grand Cherokee,2020-07-01
1446,Jeep,Grand Cherokee,2020-08-01
1567,Jeep,Grand Cherokee,2020-09-01
1364,Jeep,Grand Cherokee,2020-10-01
1120,Jeep,Grand Cherokee,2020-11-01
1558,Jeep,Grand Cherokee,2020-12-01
28,Jeep,Renegade,2020-01-01
43,Jeep,Renegade,2020-02-01
22,Jeep,Renegade,2020-03-01
18,Jeep,Renegade,2020-04-01
41,Jeep,Renegade,2020-05-01
43,Jeep,Renegade,2020-06-01
41,Jeep,Renegade,2020-07-01
36,Jeep,Renegade,2020-08-01
40,Jeep,Renegade,2020-09-01
17,Jeep,Renegade,2020-10-01
14,Jeep,Renegade,2020-11-01
19,Jeep,Renegade,2020-12-01
1194,Jeep,Wrangler,2020-01-01
2992,Jeep,Wrangler,2020-02-01
937,Jeep,Wrangler,2020-03-01
771,Jeep,Wrangler,2020-04-01
1713,Jeep,Wrangler,2020-05-01
1799,Jeep,Wrangler,2020-06-01
2476,Jeep,Wrangler,2020-07-01
2201,Jeep,Wrangler,2020-08-01
2384,Jeep,Wrangler,2020-09-01
2105,Jeep,Wrangler,2020-10-01
1729,Jeep,Wrangler,2020-11-01
2406,Jeep,Wrangler,2020-12-01
0,Kia,Cadenza,2020-01-01
0,Kia,Cadenza,2020-02-01
0,Kia,Cadenza,2020-03-01
0,Kia,Cadenza,2020-04-01
1,Kia,Cadenza,2020-05-01
0,Kia,Cadenza,2020-06-01
1,Kia,Cadenza,2020-07-01
0,Kia,Cadenza,2020-08-01
0,Kia,Cadenza,2020-09-01
0,Kia,Cadenza,2020-10-01
0,Kia,Cadenza,2020-11-01
0,Kia,Cadenza,2020-12-01
925,Kia,Forte,2020-01-01
908,Kia,Forte,2020-02-01
727,Kia,Forte,2020-03-01
257,Kia,Forte,2020-04-01
1077,Kia,Forte,2020-05-01
1485,Kia,Forte,2020-06-01
1648,Kia,Forte,2020-07-01
1748,Kia,Forte,2020-08-01
1443,Kia,Forte,2020-09-01
1391,Kia,Forte,2020-10-01
1242,Kia,Forte,2020-11-01
3864,Kia,Forte,2020-12-01
0,Kia,K5,2020-01-01
0,Kia,K5,2020-02-01
0,Kia,K5,2020-03-01
0,Kia,K5,2020-04-01
0,Kia,K5,2020-05-01
0,Kia,K5,2020-06-01
0,Kia,K5,2020-07-01
0,Kia,K5,2020-08-01
0,Kia,K5,2020-09-01
40,Kia,K5,2020-10-01
99,Kia,K5,2020-11-01
234,Kia,K5,2020-12-01
210,Kia,Niro,2020-01-01
225,Kia,Niro,2020-02-01
135,Kia,Niro,2020-03-01
90,Kia,Niro,2020-04-01
197,Kia,Niro,2020-05-01
375,Kia,Niro,2020-06-01
363,Kia,Niro,2020-07-01
249,Kia,Niro,2020-08-01
354,Kia,Niro,2020-09-01
313,Kia,Niro,2020-10-01
248,Kia,Niro,2020-11-01
814,Kia,Niro,2020-12-01
46,Kia,Optima,2020-01-01
68,Kia,Optima,2020-02-01
87,Kia,Optima,2020-03-01
43,Kia,Optima,2020-04-01
61,Kia,Optima,2020-05-01
119,Kia,Optima,2020-06-01
83,Kia,Optima,2020-07-01
87,Kia,Optima,2020-08-01
50,Kia,Optima,2020-09-01
65,Kia,Optima,2020-10-01
18,Kia,Optima,2020-11-01
108,Kia,Optima,2020-12-01
243,Kia,Rio,2020-01-01
177,Kia,Rio,2020-02-01
106,Kia,Rio,2020-03-01
82,Kia,Rio,2020-04-01
251,Kia,Rio,2020-05-01
475,Kia,Rio,2020-06-01
513,Kia,Rio,2020-07-01
497,Kia,Rio,2020-08-01
518,Kia,Rio,2020-09-01
402,Kia,Rio,2020-10-01
300,Kia,Rio,2020-11-01
929,Kia,Rio,2020-12-01
270,Kia,Sedona,2020-01-01
309,Kia,Sedona,2020-02-01
198,Kia,Sedona,2020-03-01
48,Kia,Sedona,2020-04-01
166,Kia,Sedona,2020-05-01
437,Kia,Sedona,2020-06-01
527,Kia,Sedona,2020-07-01
555,Kia,Sedona,2020-08-01
379,Kia,Sedona,2020-09-01
359,Kia,Sedona,2020-10-01
246,Kia,Sedona,2020-11-01
734,Kia,Sedona,2020-12-01
83,Kia,Seltos,2020-01-01
0,Kia,Seltos,2020-02-01
65,Kia,Seltos,2020-03-01
468,Kia,Seltos,2020-04-01
1185,Kia,Seltos,2020-05-01
1475,Kia,Seltos,2020-06-01
1349,Kia,Seltos,2020-07-01
1781,Kia,Seltos,2020-08-01
1814,Kia,Seltos,2020-09-01
1936,Kia,Seltos,2020-10-01
1781,Kia,Seltos,2020-11-01
4944,Kia,Seltos,2020-12-01
580,Kia,Sorento,2020-01-01
894,Kia,Sorento,2020-02-01
687,Kia,Sorento,2020-03-01
236,Kia,Sorento,2020-04-01
1299,Kia,Sorento,2020-05-01
1704,Kia,Sorento,2020-06-01
1708,Kia,Sorento,2020-07-01
1820,Kia,Sorento,2020-08-01
1236,Kia,Sorento,2020-09-01
577,Kia,Sorento,2020-10-01
207,Kia,Sorento,2020-11-01
873,Kia,Sorento,2020-12-01
749,Kia,Soul,2020-01-01
794,Kia,Soul,2020-02-01
456,Kia,Soul,2020-03-01
136,Kia,Soul,2020-04-01
555,Kia,Soul,2020-05-01
872,Kia,Soul,2020-06-01
781,Kia,Soul,2020-07-01
735,Kia,Soul,2020-08-01
692,Kia,Soul,2020-09-01
934,Kia,Soul,2020-10-01
871,Kia,Soul,2020-11-01
2294,Kia,Soul,2020-12-01
796,Kia,Sportage,2020-01-01
762,Kia,Sportage,2020-02-01
422,Kia,Sportage,2020-03-01
160,Kia,Sportage,2020-04-01
858,Kia,Sportage,2020-05-01
1249,Kia,Sportage,2020-06-01
1014,Kia,Sportage,2020-07-01
1001,Kia,Sportage,2020-08-01
1074,Kia,Sportage,2020-09-01
989,Kia,Sportage,2020-10-01
871,Kia,Sportage,2020-11-01
2593,Kia,Sportage,2020-12-01
62,Kia,Stinger,2020-01-01
60,Kia,Stinger,2020-02-01
39,Kia,Stinger,2020-03-01
41,Kia,Stinger,2020-04-01
82,Kia,Stinger,2020-05-01
187,Kia,Stinger,2020-06-01
168,Kia,Stinger,2020-07-01
147,Kia,Stinger,2020-08-01
61,Kia,Stinger,2020-09-01
97,Kia,Stinger,2020-10-01
81,Kia,Stinger,2020-11-01
264,Kia,Stinger,2020-12-01
164,Kia,Telluride,2020-01-01
308,Kia,Telluride,2020-02-01
249,Kia,Telluride,2020-03-01
137,Kia,Telluride,2020-04-01
172,Kia,Telluride,2020-05-01
269,Kia,Telluride,2020-06-01
145,Kia,Telluride,2020-07-01
160,Kia,Telluride,2020-08-01
389,Kia,Telluride,2020-09-01
357,Kia,Telluride,2020-10-01
256,Kia,Telluride,2020-11-01
868,Kia,Telluride,2020-12-01
0,Land,Rover Defender,2020-01-01
0,Land,Rover Defender,2020-02-01
0,Land,Rover Defender,2020-03-01
2,Land,Rover Defender,2020-04-01
4,Land,Rover Defender,2020-05-01
5,Land,Rover Defender,2020-06-01
112,Land,Rover Defender,2020-07-01
100,Land,Rover Defender,2020-08-01
108,Land,Rover Defender,2020-09-01
168,Land,Rover Defender,2020-10-01
138,Land,Rover Defender,2020-11-01
192,Land,Rover Defender,2020-12-01
35,Land,Rover Discovery / LR4,2020-01-01
46,Land,Rover Discovery / LR4,2020-02-01
28,Land,Rover Discovery / LR4,2020-03-01
12,Land,Rover Discovery / LR4,2020-04-01
27,Land,Rover Discovery / LR4,2020-05-01
29,Land,Rover Discovery / LR4,2020-06-01
33,Land,Rover Discovery / LR4,2020-07-01
30,Land,Rover Discovery / LR4,2020-08-01
32,Land,Rover Discovery / LR4,2020-09-01
18,Land,Rover Discovery / LR4,2020-10-01
14,Land,Rover Discovery / LR4,2020-11-01
20,Land,Rover Discovery / LR4,2020-12-01
84,Land,Rover Discovery Sport,2020-01-01
109,Land,Rover Discovery Sport,2020-02-01
66,Land,Rover Discovery Sport,2020-03-01
29,Land,Rover Discovery Sport,2020-04-01
64,Land,Rover Discovery Sport,2020-05-01
68,Land,Rover Discovery Sport,2020-06-01
83,Land,Rover Discovery Sport,2020-07-01
73,Land,Rover Discovery Sport,2020-08-01
79,Land,Rover Discovery Sport,2020-09-01
68,Land,Rover Discovery Sport,2020-10-01
56,Land,Rover Discovery Sport,2020-11-01
77,Land,Rover Discovery Sport,2020-12-01
88,Land,Rover Range Rover,2020-01-01
114,Land,Rover Range Rover,2020-02-01
69,Land,Rover Range Rover,2020-03-01
49,Land,Rover Range Rover,2020-04-01
108,Land,Rover Range Rover,2020-05-01
114,Land,Rover Range Rover,2020-06-01
93,Land,Rover Range Rover,2020-07-01
83,Land,Rover Range Rover,2020-08-01
90,Land,Rover Range Rover,2020-09-01
116,Land,Rover Range Rover,2020-10-01
96,Land,Rover Range Rover,2020-11-01
133,Land,Rover Range Rover,2020-12-01
137,Land,Rover Range Rover Evoque,2020-01-01
177,Land,Rover Range Rover Evoque,2020-02-01
107,Land,Rover Range Rover Evoque,2020-03-01
58,Land,Rover Range Rover Evoque,2020-04-01
128,Land,Rover Range Rover Evoque,2020-05-01
134,Land,Rover Range Rover Evoque,2020-06-01
117,Land,Rover Range Rover Evoque,2020-07-01
104,Land,Rover Range Rover Evoque,2020-08-01
113,Land,Rover Range Rover Evoque,2020-09-01
113,Land,Rover Range Rover Evoque,2020-10-01
93,Land,Rover Range Rover Evoque,2020-11-01
129,Land,Rover Range Rover Evoque,2020-12-01
237,Land,Rover Range Rover Sport,2020-01-01
307,Land,Rover Range Rover Sport,2020-02-01
186,Land,Rover Range Rover Sport,2020-03-01
84,Land,Rover Range Rover Sport,2020-04-01
186,Land,Rover Range Rover Sport,2020-05-01
195,Land,Rover Range Rover Sport,2020-06-01
168,Land,Rover Range Rover Sport,2020-07-01
149,Land,Rover Range Rover Sport,2020-08-01
161,Land,Rover Range Rover Sport,2020-09-01
236,Land,Rover Range Rover Sport,2020-10-01
194,Land,Rover Range Rover Sport,2020-11-01
270,Land,Rover Range Rover Sport,2020-12-01
152,Land,Rover Range Rover Velar,2020-01-01
197,Land,Rover Range Rover Velar,2020-02-01
119,Land,Rover Range Rover Velar,2020-03-01
46,Land,Rover Range Rover Velar,2020-04-01
103,Land,Rover Range Rover Velar,2020-05-01
108,Land,Rover Range Rover Velar,2020-06-01
109,Land,Rover Range Rover Velar,2020-07-01
97,Land,Rover Range Rover Velar,2020-08-01
105,Land,Rover Range Rover Velar,2020-09-01
102,Land,Rover Range Rover Velar,2020-10-01
84,Land,Rover Range Rover Velar,2020-11-01
117,Land,Rover Range Rover Velar,2020-12-01
115,Lexus,ES,2020-01-01
110,Lexus,ES,2020-02-01
71,Lexus,ES,2020-03-01
34,Lexus,ES,2020-04-01
100,Lexus,ES,2020-05-01
75,Lexus,ES,2020-06-01
161,Lexus,ES,2020-07-01
171,Lexus,ES,2020-08-01
166,Lexus,ES,2020-09-01
242,Lexus,ES,2020-10-01
181,Lexus,ES,2020-11-01
124,Lexus,ES,2020-12-01
7,Lexus,GS,2020-01-01
5,Lexus,GS,2020-02-01
1,Lexus,GS,2020-03-01
2,Lexus,GS,2020-04-01
3,Lexus,GS,2020-05-01
3,Lexus,GS,2020-06-01
5,Lexus,GS,2020-07-01
2,Lexus,GS,2020-08-01
3,Lexus,GS,2020-09-01
2,Lexus,GS,2020-10-01
1,Lexus,GS,2020-11-01
1,Lexus,GS,2020-12-01
59,Lexus,GX,2020-01-01
36,Lexus,GX,2020-02-01
29,Lexus,GX,2020-03-01
22,Lexus,GX,2020-04-01
37,Lexus,GX,2020-05-01
32,Lexus,GX,2020-06-01
43,Lexus,GX,2020-07-01
32,Lexus,GX,2020-08-01
27,Lexus,GX,2020-09-01
65,Lexus,GX,2020-10-01
87,Lexus,GX,2020-11-01
54,Lexus,GX,2020-12-01
88,Lexus,IS,2020-01-01
101,Lexus,IS,2020-02-01
57,Lexus,IS,2020-03-01
33,Lexus,IS,2020-04-01
109,Lexus,IS,2020-05-01
63,Lexus,IS,2020-06-01
121,Lexus,IS,2020-07-01
129,Lexus,IS,2020-08-01
102,Lexus,IS,2020-09-01
159,Lexus,IS,2020-10-01
236,Lexus,IS,2020-11-01
130,Lexus,IS,2020-12-01
0,Lexus,LC,2020-01-01
4,Lexus,LC,2020-02-01
1,Lexus,LC,2020-03-01
2,Lexus,LC,2020-04-01
8,Lexus,LC,2020-05-01
1,Lexus,LC,2020-06-01
5,Lexus,LC,2020-07-01
6,Lexus,LC,2020-08-01
26,Lexus,LC,2020-09-01
31,Lexus,LC,2020-10-01
34,Lexus,LC,2020-11-01
19,Lexus,LC,2020-12-01
2,Lexus,LS,2020-01-01
2,Lexus,LS,2020-02-01
2,Lexus,LS,2020-03-01
4,Lexus,LS,2020-04-01
2,Lexus,LS,2020-05-01
2,Lexus,LS,2020-06-01
2,Lexus,LS,2020-07-01
0,Lexus,LS,2020-08-01
0,Lexus,LS,2020-09-01
2,Lexus,LS,2020-10-01
2,Lexus,LS,2020-11-01
2,Lexus,LS,2020-12-01
82,Lexus,LX,2020-01-01
68,Lexus,LX,2020-02-01
64,Lexus,LX,2020-03-01
91,Lexus,LX,2020-04-01
80,Lexus,LX,2020-05-01
55,Lexus,LX,2020-06-01
7,Lexus,LX,2020-07-01
7,Lexus,LX,2020-08-01
39,Lexus,LX,2020-09-01
199,Lexus,LX,2020-10-01
135,Lexus,LX,2020-11-01
94,Lexus,LX,2020-12-01
477,Lexus,NX,2020-01-01
497,Lexus,NX,2020-02-01
333,Lexus,NX,2020-03-01
146,Lexus,NX,2020-04-01
430,Lexus,NX,2020-05-01
333,Lexus,NX,2020-06-01
676,Lexus,NX,2020-07-01
564,Lexus,NX,2020-08-01
620,Lexus,NX,2020-09-01
1214,Lexus,NX,2020-10-01
1009,Lexus,NX,2020-11-01
655,Lexus,NX,2020-12-01
13,Lexus,RC,2020-01-01
12,Lexus,RC,2020-02-01
15,Lexus,RC,2020-03-01
7,Lexus,RC,2020-04-01
23,Lexus,RC,2020-05-01
10,Lexus,RC,2020-06-01
37,Lexus,RC,2020-07-01
0,Lexus,RC,2020-08-01
25,Lexus,RC,2020-09-01
36,Lexus,RC,2020-10-01
39,Lexus,RC,2020-11-01
22,Lexus,RC,2020-12-01
594,Lexus,RX,2020-01-01
659,Lexus,RX,2020-02-01
432,Lexus,RX,2020-03-01
204,Lexus,RX,2020-04-01
449,Lexus,RX,2020-05-01
429,Lexus,RX,2020-06-01
908,Lexus,RX,2020-07-01
756,Lexus,RX,2020-08-01
964,Lexus,RX,2020-09-01
1650,Lexus,RX,2020-10-01
1320,Lexus,RX,2020-11-01
863,Lexus,RX,2020-12-01
218,Lexus,UX,2020-01-01
156,Lexus,UX,2020-02-01
150,Lexus,UX,2020-03-01
42,Lexus,UX,2020-04-01
188,Lexus,UX,2020-05-01
133,Lexus,UX,2020-06-01
272,Lexus,UX,2020-07-01
262,Lexus,UX,2020-08-01
368,Lexus,UX,2020-09-01
494,Lexus,UX,2020-10-01
336,Lexus,UX,2020-11-01
237,Lexus,UX,2020-12-01
114,Lincoln,Aviator,2020-01-01
148,Lincoln,Aviator,2020-02-01
90,Lincoln,Aviator,2020-03-01
66,Lincoln,Aviator,2020-04-01
147,Lincoln,Aviator,2020-05-01
154,Lincoln,Aviator,2020-06-01
255,Lincoln,Aviator,2020-07-01
227,Lincoln,Aviator,2020-08-01
245,Lincoln,Aviator,2020-09-01
167,Lincoln,Aviator,2020-10-01
137,Lincoln,Aviator,2020-11-01
191,Lincoln,Aviator,2020-12-01
6,Lincoln,Continental,2020-01-01
8,Lincoln,Continental,2020-02-01
5,Lincoln,Continental,2020-03-01
3,Lincoln,Continental,2020-04-01
6,Lincoln,Continental,2020-05-01
6,Lincoln,Continental,2020-06-01
11,Lincoln,Continental,2020-07-01
9,Lincoln,Continental,2020-08-01
10,Lincoln,Continental,2020-09-01
7,Lincoln,Continental,2020-10-01
6,Lincoln,Continental,2020-11-01
8,Lincoln,Continental,2020-12-01
150,Lincoln,MKC,2020-01-01
194,Lincoln,MKC,2020-02-01
118,Lincoln,MKC,2020-03-01
80,Lincoln,MKC,2020-04-01
178,Lincoln,MKC,2020-05-01
187,Lincoln,MKC,2020-06-01
223,Lincoln,MKC,2020-07-01
199,Lincoln,MKC,2020-08-01
215,Lincoln,MKC,2020-09-01
162,Lincoln,MKC,2020-10-01
133,Lincoln,MKC,2020-11-01
185,Lincoln,MKC,2020-12-01
101,Lincoln,MKX/Nautilus,2020-01-01
130,Lincoln,MKX/Nautilus,2020-02-01
79,Lincoln,MKX/Nautilus,2020-03-01
64,Lincoln,MKX/Nautilus,2020-04-01
141,Lincoln,MKX/Nautilus,2020-05-01
148,Lincoln,MKX/Nautilus,2020-06-01
224,Lincoln,MKX/Nautilus,2020-07-01
199,Lincoln,MKX/Nautilus,2020-08-01
216,Lincoln,MKX/Nautilus,2020-09-01
152,Lincoln,MKX/Nautilus,2020-10-01
125,Lincoln,MKX/Nautilus,2020-11-01
174,Lincoln,MKX/Nautilus,2020-12-01
12,Lincoln,MKZ,2020-01-01
16,Lincoln,MKZ,2020-02-01
10,Lincoln,MKZ,2020-03-01
7,Lincoln,MKZ,2020-04-01
16,Lincoln,MKZ,2020-05-01
0,Lincoln,MKZ,2020-06-01
17,Lincoln,MKZ,2020-07-01
15,Lincoln,MKZ,2020-08-01
16,Lincoln,MKZ,2020-09-01
12,Lincoln,MKZ,2020-10-01
10,Lincoln,MKZ,2020-11-01
14,Lincoln,MKZ,2020-12-01
76,Lincoln,Navigator,2020-01-01
98,Lincoln,Navigator,2020-02-01
59,Lincoln,Navigator,2020-03-01
34,Lincoln,Navigator,2020-04-01
76,Lincoln,Navigator,2020-05-01
80,Lincoln,Navigator,2020-06-01
153,Lincoln,Navigator,2020-07-01
136,Lincoln,Navigator,2020-08-01
148,Lincoln,Navigator,2020-09-01
117,Lincoln,Navigator,2020-10-01
96,Lincoln,Navigator,2020-11-01
134,Lincoln,Navigator,2020-12-01
5,Maserati,Ghibli,2020-01-01
6,Maserati,Ghibli,2020-02-01
4,Maserati,Ghibli,2020-03-01
6,Maserati,Ghibli,2020-04-01
14,Maserati,Ghibli,2020-05-01
15,Maserati,Ghibli,2020-06-01
9,Maserati,Ghibli,2020-07-01
8,Maserati,Ghibli,2020-08-01
9,Maserati,Ghibli,2020-09-01
6,Maserati,Ghibli,2020-10-01
5,Maserati,Ghibli,2020-11-01
7,Maserati,Ghibli,2020-12-01
0,Maserati,GranTurismo,2020-01-01
0,Maserati,GranTurismo,2020-02-01
0,Maserati,GranTurismo,2020-03-01
1,Maserati,GranTurismo,2020-04-01
2,Maserati,GranTurismo,2020-05-01
2,Maserati,GranTurismo,2020-06-01
0,Maserati,GranTurismo,2020-07-01
0,Maserati,GranTurismo,2020-08-01
0,Maserati,GranTurismo,2020-09-01
1,Maserati,GranTurismo,2020-10-01
1,Maserati,GranTurismo,2020-11-01
1,Maserati,GranTurismo,2020-12-01
13,Maserati,Levante,2020-01-01
17,Maserati,Levante,2020-02-01
10,Maserati,Levante,2020-03-01
10,Maserati,Levante,2020-04-01
22,Maserati,Levante,2020-05-01
23,Maserati,Levante,2020-06-01
27,Maserati,Levante,2020-07-01
24,Maserati,Levante,2020-08-01
26,Maserati,Levante,2020-09-01
19,Maserati,Levante,2020-10-01
15,Maserati,Levante,2020-11-01
21,Maserati,Levante,2020-12-01
2,Maserati,Quattroporte,2020-01-01
2,Maserati,Quattroporte,2020-02-01
1,Maserati,Quattroporte,2020-03-01
1,Maserati,Quattroporte,2020-04-01
2,Maserati,Quattroporte,2020-05-01
2,Maserati,Quattroporte,2020-06-01
6,Maserati,Quattroporte,2020-07-01
5,Maserati,Quattroporte,2020-08-01
6,Maserati,Quattroporte,2020-09-01
1,Maserati,Quattroporte,2020-10-01
1,Maserati,Quattroporte,2020-11-01
2,Maserati,Quattroporte,2020-12-01
941,Mazda,3,2020-01-01
958,Mazda,3,2020-02-01
616,Mazda,3,2020-03-01
262,Mazda,3,2020-04-01
929,Mazda,3,2020-05-01
1410,Mazda,3,2020-06-01
1556,Mazda,3,2020-07-01
1404,Mazda,3,2020-08-01
1528,Mazda,3,2020-09-01
1117,Mazda,3,2020-10-01
1073,Mazda,3,2020-11-01
2994,Mazda,3,2020-12-01
59,Mazda,6,2020-01-01
106,Mazda,6,2020-02-01
70,Mazda,6,2020-03-01
30,Mazda,6,2020-04-01
50,Mazda,6,2020-05-01
149,Mazda,6,2020-06-01
180,Mazda,6,2020-07-01
78,Mazda,6,2020-08-01
67,Mazda,6,2020-09-01
51,Mazda,6,2020-10-01
77,Mazda,6,2020-11-01
220,Mazda,6,2020-12-01
555,Mazda,CX-3,2020-01-01
559,Mazda,CX-3,2020-02-01
372,Mazda,CX-3,2020-03-01
107,Mazda,CX-3,2020-04-01
295,Mazda,CX-3,2020-05-01
681,Mazda,CX-3,2020-06-01
834,Mazda,CX-3,2020-07-01
621,Mazda,CX-3,2020-08-01
426,Mazda,CX-3,2020-09-01
522,Mazda,CX-3,2020-10-01
333,Mazda,CX-3,2020-11-01
1140,Mazda,CX-3,2020-12-01
351,Mazda,CX-30,2020-01-01
696,Mazda,CX-30,2020-02-01
373,Mazda,CX-30,2020-03-01
252,Mazda,CX-30,2020-04-01
682,Mazda,CX-30,2020-05-01
881,Mazda,CX-30,2020-06-01
1055,Mazda,CX-30,2020-07-01
912,Mazda,CX-30,2020-08-01
1205,Mazda,CX-30,2020-09-01
1122,Mazda,CX-30,2020-10-01
852,Mazda,CX-30,2020-11-01
2564,Mazda,CX-30,2020-12-01
1531,Mazda,CX-5,2020-01-01
1601,Mazda,CX-5,2020-02-01
1153,Mazda,CX-5,2020-03-01
419,Mazda,CX-5,2020-04-01
1354,Mazda,CX-5,2020-05-01
2909,Mazda,CX-5,2020-06-01
2901,Mazda,CX-5,2020-07-01
2632,Mazda,CX-5,2020-08-01
2283,Mazda,CX-5,2020-09-01
3153,Mazda,CX-5,2020-10-01
2725,Mazda,CX-5,2020-11-01
7922,Mazda,CX-5,2020-12-01
292,Mazda,CX-9,2020-01-01
289,Mazda,CX-9,2020-02-01
192,Mazda,CX-9,2020-03-01
99,Mazda,CX-9,2020-04-01
177,Mazda,CX-9,2020-05-01
369,Mazda,CX-9,2020-06-01
450,Mazda,CX-9,2020-07-01
398,Mazda,CX-9,2020-08-01
376,Mazda,CX-9,2020-09-01
444,Mazda,CX-9,2020-10-01
513,Mazda,CX-9,2020-11-01
1288,Mazda,CX-9,2020-12-01
26,Mazda,MX-5 Miata,2020-01-01
23,Mazda,MX-5 Miata,2020-02-01
18,Mazda,MX-5 Miata,2020-03-01
22,Mazda,MX-5 Miata,2020-04-01
102,Mazda,MX-5 Miata,2020-05-01
165,Mazda,MX-5 Miata,2020-06-01
68,Mazda,MX-5 Miata,2020-07-01
57,Mazda,MX-5 Miata,2020-08-01
22,Mazda,MX-5 Miata,2020-09-01
5,Mazda,MX-5 Miata,2020-10-01
1,Mazda,MX-5 Miata,2020-11-01
11,Mazda,MX-5 Miata,2020-12-01
204,Mercedes-Benz,A-Class,2020-01-01
264,Mercedes-Benz,A-Class,2020-02-01
160,Mercedes-Benz,A-Class,2020-03-01
82,Mercedes-Benz,A-Class,2020-04-01
182,Mercedes-Benz,A-Class,2020-05-01
191,Mercedes-Benz,A-Class,2020-06-01
320,Mercedes-Benz,A-Class,2020-07-01
284,Mercedes-Benz,A-Class,2020-08-01
308,Mercedes-Benz,A-Class,2020-09-01
121,Mercedes-Benz,A-Class,2020-10-01
99,Mercedes-Benz,A-Class,2020-11-01
138,Mercedes-Benz,A-Class,2020-12-01
20,Mercedes-Benz,AMG GT,2020-01-01
26,Mercedes-Benz,AMG GT,2020-02-01
16,Mercedes-Benz,AMG GT,2020-03-01
16,Mercedes-Benz,AMG GT,2020-04-01
36,Mercedes-Benz,AMG GT,2020-05-01
38,Mercedes-Benz,AMG GT,2020-06-01
30,Mercedes-Benz,AMG GT,2020-07-01
26,Mercedes-Benz,AMG GT,2020-08-01
29,Mercedes-Benz,AMG GT,2020-09-01
21,Mercedes-Benz,AMG GT,2020-10-01
17,Mercedes-Benz,AMG GT,2020-11-01
24,Mercedes-Benz,AMG GT,2020-12-01
0,Mercedes-Benz,B-Class,2020-01-01
0,Mercedes-Benz,B-Class,2020-02-01
0,Mercedes-Benz,B-Class,2020-03-01
0,Mercedes-Benz,B-Class,2020-04-01
0,Mercedes-Benz,B-Class,2020-05-01
0,Mercedes-Benz,B-Class,2020-06-01
0,Mercedes-Benz,B-Class,2020-07-01
0,Mercedes-Benz,B-Class,2020-08-01
0,Mercedes-Benz,B-Class,2020-09-01
0,Mercedes-Benz,B-Class,2020-10-01
0,Mercedes-Benz,B-Class,2020-11-01
0,Mercedes-Benz,B-Class,2020-12-01
222,Mercedes-Benz,C-Class,2020-01-01
288,Mercedes-Benz,C-Class,2020-02-01
174,Mercedes-Benz,C-Class,2020-03-01
146,Mercedes-Benz,C-Class,2020-04-01
325,Mercedes-Benz,C-Class,2020-05-01
341,Mercedes-Benz,C-Class,2020-06-01
526,Mercedes-Benz,C-Class,2020-07-01
467,Mercedes-Benz,C-Class,2020-08-01
506,Mercedes-Benz,C-Class,2020-09-01
329,Mercedes-Benz,C-Class,2020-10-01
270,Mercedes-Benz,C-Class,2020-11-01
376,Mercedes-Benz,C-Class,2020-12-01
0,Mercedes-Benz,Citan,2020-01-01
0,Mercedes-Benz,Citan,2020-02-01
0,Mercedes-Benz,Citan,2020-03-01
0,Mercedes-Benz,Citan,2020-04-01
0,Mercedes-Benz,Citan,2020-05-01
325,Mercedes-Benz,Citan,2020-06-01
0,Mercedes-Benz,Citan,2020-07-01
0,Mercedes-Benz,Citan,2020-08-01
0,Mercedes-Benz,Citan,2020-09-01
0,Mercedes-Benz,Citan,2020-10-01
0,Mercedes-Benz,Citan,2020-11-01
0,Mercedes-Benz,Citan,2020-12-01
121,Mercedes-Benz,CLA-Class,2020-01-01
157,Mercedes-Benz,CLA-Class,2020-02-01
95,Mercedes-Benz,CLA-Class,2020-03-01
42,Mercedes-Benz,CLA-Class,2020-04-01
94,Mercedes-Benz,CLA-Class,2020-05-01
99,Mercedes-Benz,CLA-Class,2020-06-01
100,Mercedes-Benz,CLA-Class,2020-07-01
89,Mercedes-Benz,CLA-Class,2020-08-01
96,Mercedes-Benz,CLA-Class,2020-09-01
65,Mercedes-Benz,CLA-Class,2020-10-01
53,Mercedes-Benz,CLA-Class,2020-11-01
74,Mercedes-Benz,CLA-Class,2020-12-01
111,Mercedes-Benz,E / CLS-Class,2020-01-01
143,Mercedes-Benz,E / CLS-Class,2020-02-01
87,Mercedes-Benz,E / CLS-Class,2020-03-01
78,Mercedes-Benz,E / CLS-Class,2020-04-01
174,Mercedes-Benz,E / CLS-Class,2020-05-01
